ID,County,Year,Population,Change,Births,Deaths,Net Migration,Natural Increase,Datatype
0311980,31,1980,493385,-2878,8201,4525,-6554,3676,Estimate
0331980,33,1980,1662,148,35,10,123,25,Estimate
0351980,35,1980,25627,2526,355,93,2264,262,Estimate
0371980,37,1980,13411,128,280,48,-104,232,Estimate
0391980,39,1980,6904,703,97,43,649,54,Estimate
0411980,41,1980,311995,2626,5769,1705,-1438,4064,Estimate
0431980,43,1980,28847,257,402,347,202,55,Estimate
0451980,45,1980,23000,1379,429,148,1098,281,Estimate
0471980,47,1980,2477,246,36,13,223,23,Estimate
0491980,49,1980,7530,322,149,33,206,116,Estimate
0511980,51,1980,10686,719,135,35,619,100,Estimate
0531980,53,1980,417,-87,4,3,-88,1,Estimate
0551980,55,1980,6417,-139,95,84,-150,11,Estimate
0571980,57,1980,1895,124,33,9,100,24,Estimate
0591980,59,1980,374709,5016,5551,1836,1301,3715,Estimate
0611980,61,1980,1948,80,34,24,70,10,Estimate
0631980,63,1980,7582,-4,134,65,-73,69,Estimate
0651980,65,1980,8861,14,218,39,-165,179,Estimate
0671980,67,1980,27464,1063,472,194,785,278,Estimate
0691980,69,1980,150115,4584,2324,798,3058,1526,Estimate
0711980,71,1980,14943,326,233,168,261,65,Estimate
0731980,73,1980,4632,72,70,65,67,5,Estimate
0751980,75,1980,19797,525,343,154,336,189,Estimate
0771980,77,1980,82644,5941,1434,607,5114,827,Estimate
0791980,79,1980,825,34,14,6,26,8,Estimate
0811980,81,1980,13240,708,311,63,460,248,Estimate
0831980,83,1980,16728,449,309,137,277,172,Estimate
0851980,85,1980,24490,1049,454,186,781,268,Estimate
0871980,87,1980,22498,633,434,204,403,230,Estimate
0891980,89,1980,22559,-15,400,253,-162,147,Estimate
0911980,91,1980,1951,-38,30,14,-54,16,Estimate
0931980,93,1980,5461,908,110,23,821,87,Estimate
0951980,95,1980,4533,110,60,54,104,6,Estimate
0971980,97,1980,10256,-277,106,36,-347,70,Estimate
0991980,99,1980,13075,-322,292,123,-491,169,Estimate
1011980,101,1980,125745,-188,2053,1092,-1149,961,Estimate
1031980,103,1980,6381,327,144,44,227,100,Estimate
1051980,105,1980,10581,6,193,117,-70,76,Estimate
1071980,107,1980,13419,443,244,53,252,191,Estimate
1091980,109,1980,3969,17,96,38,-41,58,Estimate
1111980,111,1980,862,12,23,3,-8,20,Estimate
1131980,113,1980,3187,325,62,12,275,50,Estimate
1151980,115,1980,3256,-157,44,36,-165,8,Estimate
1171980,117,1980,8926,363,156,15,222,141,Estimate
1191980,119,1980,8155,267,140,46,173,94,Estimate
1211980,121,1980,5287,416,80,66,402,14,Estimate
1231980,123,1980,123564,3321,2124,762,1959,1362,Estimate
1251980,125,1980,9697,78,177,92,-7,85,Estimate
0011981,1,1981,253031,5654,4827,1273,2100,3554,Estimate
0031981,3,1981,12184,307,242,74,139,168,Estimate
0051981,5,1981,315543,17782,5089,1364,14057,3725,Estimate
0071981,7,1981,4012,278,77,27,228,50,Estimate
0091981,9,1981,5357,-50,90,53,-87,37,Estimate
0111981,11,1981,5941,-3,89,58,-34,31,Estimate
0131981,13,1981,194914,4219,2876,956,2299,1920,Estimate
0151981,15,1981,13561,266,241,110,135,131,Estimate
0171981,17,1981,2209,45,35,20,30,15,Estimate
0191981,19,1981,7514,165,160,36,41,124,Estimate
0211981,21,1981,7703,-73,185,62,-196,123,Estimate
0231981,23,1981,3062,-7,62,35,-34,27,Estimate
0251981,25,1981,2962,-21,44,42,-23,2,Estimate
0271981,27,1981,1563,28,24,10,14,14,Estimate
0291981,29,1981,22479,1002,363,238,877,125,Estimate
0311981,31,1981,495990,2605,8547,4561,-1381,3986,Estimate
0331981,33,1981,1680,18,34,11,-5,23,Estimate
0351981,35,1981,27515,1888,381,88,1595,293,Estimate
0371981,37,1981,13772,361,313,44,92,269,Estimate
0391981,39,1981,7122,218,112,42,148,70,Estimate
0411981,41,1981,322174,10179,6032,1730,5877,4302,Estimate
0431981,43,1981,29521,674,400,352,626,48,Estimate
0451981,45,1981,24940,1940,492,154,1602,338,Estimate
0471981,47,1981,2620,143,48,11,106,37,Estimate
0491981,49,1981,7748,218,162,36,92,126,Estimate
0511981,51,1981,10669,-17,151,45,-123,106,Estimate
0531981,53,1981,455,38,0,0,35,0,Estimate
0551981,55,1981,6326,-91,91,78,-104,13,Estimate
0571981,57,1981,2022,127,31,8,104,23,Estimate
0591981,59,1981,386410,11701,5821,1917,7797,3904,Estimate
0611981,61,1981,1995,47,35,25,37,10,Estimate
0631981,63,1981,7513,-69,135,66,-138,69,Estimate
0651981,65,1981,8979,118,244,37,-89,207,Estimate
0671981,67,1981,28531,1067,467,204,804,263,Estimate
0691981,69,1981,153793,3678,2428,862,2112,1566,Estimate
0711981,71,1981,15123,180,243,169,106,74,Estimate
0731981,73,1981,4508,-124,85,62,-147,23,Estimate
0751981,75,1981,19780,-17,353,166,-204,187,Estimate
0771981,77,1981,87073,4429,1642,664,3451,978,Estimate
0791981,79,1981,910,85,15,6,76,9,Estimate
0811981,81,1981,13665,425,324,69,170,255,Estimate
0831981,83,1981,17595,867,323,129,673,194,Estimate
0851981,85,1981,25031,541,451,186,276,265,Estimate
0871981,87,1981,22435,-63,446,203,-306,243,Estimate
0891981,89,1981,22523,-36,390,245,-181,145,Estimate
0911981,91,1981,2056,105,32,12,85,20,Estimate
0931981,93,1981,5975,514,107,26,433,81,Estimate
0951981,95,1981,4495,-38,70,54,-54,16,Estimate
0971981,97,1981,9924,-332,122,37,-417,85,Estimate
0991981,99,1981,13092,17,299,125,-157,174,Estimate
1011981,101,1981,124797,-948,2012,1077,-1883,935,Estimate
1031981,103,1981,6886,505,151,46,400,105,Estimate
1051981,105,1981,10856,275,231,102,146,129,Estimate
1071981,107,1981,13473,54,261,51,-156,210,Estimate
1091981,109,1981,4106,137,92,32,77,60,Estimate
1111981,111,1981,976,114,22,3,95,19,Estimate
1131981,113,1981,3168,-19,62,9,-72,53,Estimate
1151981,115,1981,3217,-39,45,33,-51,12,Estimate
1171981,117,1981,9234,308,187,24,145,163,Estimate
1191981,119,1981,8635,480,153,46,373,107,Estimate
1211981,121,1981,5217,-70,81,64,-87,17,Estimate
1231981,123,1981,124027,463,2219,783,-973,1436,Estimate
1251981,125,1981,9753,56,173,101,-16,72,Estimate
0011982,1,1982,260136,7105,5098,1294,3301,3804,Estimate
0031982,3,1982,12258,74,252,81,-97,171,Estimate
0051982,5,1982,334909,19366,5505,1431,15292,4074,Estimate
0071982,7,1982,4196,184,82,33,135,49,Estimate
0091982,9,1982,5330,-27,88,51,-64,37,Estimate
0111982,11,1982,5767,-174,92,61,-205,31,Estimate
0131982,13,1982,200177,5263,3039,999,3223,2040,Estimate
0151982,15,1982,13417,-144,228,106,-266,122,Estimate
0171982,17,1982,2240,31,38,21,14,17,Estimate
0191982,19,1982,7421,-93,171,41,-223,130,Estimate
0211982,21,1982,7713,10,181,57,-114,124,Estimate
0231982,23,1982,3125,63,64,26,25,38,Estimate
0251982,25,1982,2909,-53,47,41,-59,6,Estimate
0271982,27,1982,1621,58,23,15,50,8,Estimate
0291982,29,1982,23433,954,382,228,800,154,Estimate
0311982,31,1982,498377,2387,8906,4539,-1980,4367,Estimate
0331982,33,1982,1682,2,30,16,-12,14,Estimate
0351982,35,1982,29927,2412,440,95,2067,345,Estimate
0371982,37,1982,15378,1606,362,45,1289,317,Estimate
0391982,39,1982,7500,378,123,42,297,81,Estimate
0411982,41,1982,331738,9564,6371,1762,4955,4609,Estimate
0431982,43,1982,30343,822,385,378,815,7,Estimate
0451982,45,1982,29029,4089,565,147,3671,418,Estimate
0471982,47,1982,2776,156,59,15,112,44,Estimate
0491982,49,1982,8113,365,151,40,254,111,Estimate
0511982,51,1982,10619,-50,160,44,-166,116,Estimate
0531982,53,1982,478,23,0,0,17,0,Estimate
0551982,55,1982,6523,197,91,82,188,9,Estimate
0571982,57,1982,2057,35,29,12,18,17,Estimate
0591982,59,1982,398695,12285,6088,1994,8191,4094,Estimate
0611982,61,1982,1927,-68,33,24,-77,9,Estimate
0631982,63,1982,7570,57,140,60,-23,80,Estimate
0651982,65,1982,8425,-554,207,34,-727,173,Estimate
0671982,67,1982,29729,1198,496,194,896,302,Estimate
0691982,69,1982,158719,4926,2545,901,3282,1644,Estimate
0711982,71,1982,15160,37,259,173,-49,86,Estimate
0731982,73,1982,4495,-13,82,63,-32,19,Estimate
0751982,75,1982,19649,-131,368,165,-334,203,Estimate
0771982,77,1982,93831,6758,1817,689,5630,1128,Estimate
0791982,79,1982,864,-46,12,4,-54,8,Estimate
0811982,81,1982,14887,1222,346,73,949,273,Estimate
0831982,83,1982,18550,955,348,130,737,218,Estimate
0851982,85,1982,25245,214,424,193,-17,231,Estimate
0871982,87,1982,22700,265,466,220,19,246,Estimate
0891982,89,1982,22355,-168,370,255,-283,115,Estimate
0911982,91,1982,2110,54,39,14,29,25,Estimate
0931982,93,1982,6399,424,125,28,327,97,Estimate
0951982,95,1982,4561,66,70,61,57,9,Estimate
0971982,97,1982,10036,112,143,36,5,107,Estimate
0991982,99,1982,13363,271,298,138,111,160,Estimate
1011982,101,1982,123756,-1041,1986,1065,-1962,921,Estimate
1031982,103,1982,7272,386,162,39,263,123,Estimate
1051982,105,1982,11092,236,235,98,99,137,Estimate
1071982,107,1982,13758,285,279,58,64,221,Estimate
1091982,109,1982,4201,95,93,26,28,67,Estimate
1111982,111,1982,1147,171,28,6,149,22,Estimate
1131982,113,1982,2999,-169,64,12,-221,52,Estimate
1151982,115,1982,3201,-16,47,35,-28,12,Estimate
1171982,117,1982,10017,783,207,28,604,179,Estimate
1191982,119,1982,9314,679,162,47,564,115,Estimate
1211982,121,1982,5392,175,89,58,144,31,Estimate
1231982,123,1982,124358,331,2293,774,-1188,1519,Estimate
1251982,125,1982,9899,146,174,115,87,59,Estimate
0011983,1,1983,267245,7109,5266,1299,3142,3967,Estimate
0031983,3,1983,12643,385,251,86,220,165,Estimate
0051983,5,1983,349463,14554,5790,1477,10241,4313,Estimate
0071983,7,1983,4989,793,89,33,737,56,Estimate
0091983,9,1983,5276,-54,98,54,-98,44,Estimate
0111983,11,1983,5972,205,92,67,180,25,Estimate
0131983,13,1983,204606,4429,3060,977,2346,2083,Estimate
0151983,15,1983,13211,-206,222,118,-310,104,Estimate
0171983,17,1983,2226,-14,46,22,-38,24,Estimate
0191983,19,1983,7723,302,157,42,187,115,Estimate
0211983,21,1983,7901,188,169,56,75,113,Estimate
0231983,23,1983,3276,151,59,22,114,37,Estimate
0251983,25,1983,3032,123,46,40,117,6,Estimate
0271983,27,1983,1767,146,25,13,134,12,Estimate
0291983,29,1983,23627,194,381,246,59,135,Estimate
0311983,31,1983,503273,4896,9110,4541,327,4569,Estimate
0331983,33,1983,1789,107,33,14,88,19,Estimate
0351983,35,1983,33124,3197,510,119,2806,391,Estimate
0371983,37,1983,15959,581,379,47,249,332,Estimate
0391983,39,1983,7997,497,131,44,410,87,Estimate
0411983,41,1983,341721,9983,6474,1784,5293,4690,Estimate
0431983,43,1983,31366,1023,389,392,1026,-3,Estimate
0451983,45,1983,28925,-104,569,146,-527,423,Estimate
0471983,47,1983,3024,248,56,15,207,41,Estimate
0491983,49,1983,8115,2,146,35,-109,111,Estimate
0511983,51,1983,10375,-244,165,43,-366,122,Estimate
0531983,53,1983,559,81,0,0,76,0,Estimate
0551983,55,1983,6741,218,90,81,209,9,Estimate
0571983,57,1983,1818,-239,26,8,-257,18,Estimate
0591983,59,1983,406163,7468,6290,1986,3164,4304,Estimate
0611983,61,1983,1925,-2,34,21,-15,13,Estimate
0631983,63,1983,7765,195,142,69,122,73,Estimate
0651983,65,1983,7657,-768,160,36,-892,124,Estimate
0671983,67,1983,30845,1116,545,195,766,350,Estimate
0691983,69,1983,162804,4085,2639,844,2290,1795,Estimate
0711983,71,1983,15135,-25,236,177,-84,59,Estimate
0731983,73,1983,4558,63,82,57,38,25,Estimate
0751983,75,1983,19787,138,340,175,-27,165,Estimate
0771983,77,1983,96675,2844,1843,703,1704,1140,Estimate
0791983,79,1983,877,13,13,5,5,8,Estimate
0811983,81,1983,15622,735,333,72,474,261,Estimate
0831983,83,1983,19609,1059,350,146,855,204,Estimate
0851983,85,1983,25543,298,421,201,78,220,Estimate
0871983,87,1983,23286,586,487,227,326,260,Estimate
0891983,89,1983,22291,-64,400,247,-217,153,Estimate
0911983,91,1983,2124,14,39,14,-11,25,Estimate
0931983,93,1983,6888,489,138,26,377,112,Estimate
0951983,95,1983,4688,127,70,61,118,9,Estimate
0971983,97,1983,10207,171,156,29,44,127,Estimate
0991983,99,1983,14104,741,311,136,566,175,Estimate
1011983,101,1983,123434,-322,1996,1072,-1246,924,Estimate
1031983,103,1983,7621,349,156,37,230,119,Estimate
1051983,105,1983,11373,281,213,108,176,105,Estimate
